case,household_size,gas_electric_included,gas_method,duel_method,elec_method,heat_electric,heat_gas,heat_oil,heat_solid,heat_solidoil,heat_calor,heat_other,rent_net,rent_service,council_tax,water_charge,sewage_charge,housing_insurance,education_expense,telephone_exp,mobile_exp,comms_expenses,gas_expenses,elec_expenses,duel_energy,tv_a_exp,vehicle_road_tax,vehicle_insurance,internet_wk,insurance_exp,furniture,holiday_UK,cruise_UK,holiday_outside,cruise_outside,domestic_flights,int_flight,gas_meter,duel_prepayment,gas_payment,ctsproxy,council_water,housing_expenses,food_exp,tobacco_exp,alcohol_exp,transport_costs,clothing_exp,total_exp,coffee_exp,tea_exp,sausage_exp,cakes_exp,petrol_exp,tp_exp,jewelry_exp,cosmetics_exp,elec_slot_payment,c45212t,railway_exp,pet_food,pet_acc,gas_slot_payment,gas_bottle_slot,p116t,food_expenses,alcohol_expenses,gross_income,gross_normal,disposable_income,taxes,p515p
1902,1,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3265,NA,5.31,NA,NA,NA,10.85,NA,NA,3.46,6.73,NA,NA,NA,NA,NA,NA,NA,6.92,NA,NA,NA,NA,NA,NA,13.0065,60.24,NA,NA,27.46,14.065,302.63,0.5,1.425,0.75,0.6,5,NA,NA,NA,NA,NA,NA,NA,3.995,NA,NA,NA,60.24,NA,203.81123076923075,203.81123076923075,203.81123076923075,NA,13.0065
1903,3,3,3,NA,3,NA,1,NA,NA,NA,NA,NA,108.7,NA,24.197307692307692,1.85,NA,NA,NA,NA,10.39,NA,NA,NA,NA,3.06,NA,NA,10.15,NA,3.85,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,133.859125841482,114.15,11,NA,NA,73.51,426.814125841482,NA,NA,1.79,NA,NA,3.295,NA,2.39,NA,NA,NA,11.425,NA,NA,NA,NA,114.15,NA,617.744,617.744,608.744,2.08,133.859125841482
1904,4,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,56.66708333333334,13.15,NA,3.1625,NA,NA,12.7,7.62,NA,NA,48.7,3.06,3.37,8.08,NA,NA,NA,NA,NA,NA,NA,19.23,NA,NA,NA,NA,NA,NA,141.0062410444516,149.71,NA,5.85,138.97,11.285,524.0687410444516,NA,NA,0.925,2.99,73.245,NA,NA,9.35,NA,NA,NA,NA,NA,NA,NA,NA,149.71,5.85,1612.7,1612.7,1184.58,297.72,141.0062410444516
1905,3,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,65.24711538461538,8.46,NA,6.556,NA,NA,4.15,21.92,NA,NA,42.7,3.06,1.39,8.31,NA,10.61,NA,NA,NA,26.92,NA,NA,NA,NA,NA,NA,NA,NA,197.21588996346512,207.675,NA,7.625,140.89981090518668,100.55,979.1047008686519,8.975,0.675,5.985,0.925,34.025,1.45,NA,28.25,NA,NA,NA,0.575,NA,NA,NA,NA,207.675,7.625,1304.18,2519.048,2003.51,230.4894,197.21588996346512
1906,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,30.61384615384615,NA,5.798269230769231,8.492,NA,NA,12.07,9.74,NA,30.46,NA,3.06,7.79,19.58,NA,6.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.46,141.66,359.93812927111924,168.27,NA,22.195,17.3,45.52,990.1761292711192,17.835,NA,1.75,NA,NA,NA,NA,46.465,NA,NA,NA,NA,NA,NA,NA,NA,168.27,22.195,2667,2519.048,1871.15,630.05,359.93812927111924
1907,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,26.15403846153846,6.67,NA,NA,NA,NA,18.54,7.44,NA,NA,26.01,3.06,0.58,9.48,NA,2.77,NA,NA,NA,NA,NA,NA,9.69,NA,NA,NA,NA,NA,138.8443064213319,131.9,NA,34.175,133.61,52.125,828.6493064213319,NA,NA,5.77,1.6,47.96,1.9,NA,16.9,NA,NA,29,8,4.495,NA,NA,NA,131.9,34.175,1362.8,1459.09,1156.7218,174.0482,138.8443064213319
1908,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,86.07,NA,20.056009615384617,4.15,NA,NA,NA,NA,7.39,5.54,NA,NA,12,3.06,5.96,12.37,NA,NA,55.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.43456770300821,63.78,NA,NA,177.315,89.5012900992384,510.78085780224666,NA,2.25,NA,2.275,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,63.78,NA,470.6681538461538,470.6681538461538,440.6681538461538,30,110.43456770300821
1909,4,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,24.197307692307692,12.69,NA,4.2295,NA,NA,12.23,15.23,NA,NA,55.85,3.06,2.98,3.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.246854921134094,123.835,NA,NA,71.55,26.555,633.2023549211341,6,NA,0.445,NA,12.51,6.59,NA,2.9,NA,NA,NA,NA,NA,NA,NA,2.3,123.835,NA,1470.402,1507.002,1409.392,80.88,37.246854921134094
1910,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,57.087916666666665,4.19,NA,3.4925,NA,NA,3.35,15,NA,NA,52.47,3.06,8.84,8.13,NA,80.78,NA,NA,NA,138.46,138.46,NA,NA,NA,NA,NA,NA,NA,62.79349083060133,85.095,NA,NA,NA,NA,389.62599083060127,NA,NA,NA,4.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.095,NA,953.3232307692307,953.3232307692307,834.6332307692307,118.69,62.79349083060133
1911,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,33.06923076923077,5.77,NA,0.352,NA,NA,10.61,8.31,NA,NA,27.23,3.06,6.51,17.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.63573021958446,101.07,NA,41.57,117.3,21.975,666.0037302195844,NA,2.5,NA,4.575,NA,NA,19.495,NA,NA,NA,NA,4.775,NA,NA,NA,NA,101.07,41.57,1598.6,1616.86,1333.2228,208.4072,84.63573021958446
1912,2,3,1,NA,3,NA,1,NA,NA,NA,NA,NA,99.01,NA,18.73128205128205,NA,3.689807692307692,NA,NA,NA,5.06,NA,14.77,NA,NA,NA,7.62,7.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.77,164.46,141.66,131.46121226086785,66.12,NA,NA,3.04,9.955,319.8162122608678,1.225,0.445,NA,2.735,NA,NA,NA,0.5,NA,NA,1.5,NA,NA,NA,NA,3.995,66.12,NA,142.88,142.88,142.88,NA,131.46121226086785
1913,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,29.13673076923077,4.5,NA,2.6455,NA,NA,2.85,NA,NA,NA,20.86,3.06,3.94,5.67,8.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.91434916164527,47.84,NA,5.25,0.775,32.425,205.92884916164527,2.3,NA,NA,1.495,NA,NA,NA,6.25,NA,NA,NA,4.4,NA,NA,NA,NA,47.84,5.25,311.18815384615385,311.18815384615385,305.83815384615383,5.35,41.91434916164527
1914,1,3,3,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.806,NA,NA,3.46,6.46,NA,NA,NA,3.06,2.69,12.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,44.00166138461538,84.95,NA,43,32.69,6.005,300.42066138461536,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.95,43,472.35,472.35,404.26,36.93,44.00166138461538
1915,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,29.13230769230769,3.81,NA,3.6465,NA,NA,3.23,4.41,NA,NA,38.54,3.06,12.72,5.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.22737419056429,24.2,NA,3.185,131.295,102,421.8258741905643,NA,NA,NA,NA,49.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.485,24.2,3.185,535.16,471.92,384.22,55.99,71.22737419056429
1916,1,3,NA,2,NA,NA,1,NA,NA,NA,NA,NA,58,NA,17.42826923076923,3,NA,NA,NA,5.77,NA,NA,NA,NA,25.39,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.09978131833802,22.35,9.5,NA,NA,13.085,166.349781318338,NA,3.495,NA,1.635,NA,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.35,NA,175.96123076923075,175.96123076923075,175.96123076923075,NA,76.09978131833802
1917,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,19.413461538461537,3.92,NA,NA,NA,NA,NA,13.15,NA,NA,27.69,3.06,2.73,5.77,NA,NA,NA,NA,NA,15.38,NA,NA,NA,NA,NA,NA,NA,NA,43.62045740286176,101.545,NA,28.075,8.06,29.44,349.60045740286176,2.375,NA,NA,3.625,NA,2.75,2.095,1,NA,NA,NA,6.535,NA,NA,NA,NA,101.545,28.075,315.822,315.822,289.752,26.07,43.62045740286176
1918,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,30.256442307692307,3.35,NA,2.3045,NA,NA,1.38,8.26,NA,NA,20.77,3.06,2.4,7.15,NA,5.53,NA,NA,NA,NA,NA,NA,77.69,NA,NA,NA,NA,NA,34.08116495257685,23.74,NA,NA,140.415,28.085,267.10666495257686,NA,NA,NA,NA,39.765,NA,NA,NA,NA,NA,NA,24.71,NA,NA,NA,NA,23.74,NA,297.58,297.58,286.46,11.12,34.08116495257685
1919,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,35.96180288461538,5.58,NA,5.2965,NA,NA,5.31,15.46,NA,NA,33.23,3.06,3.37,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.50552981584332,63.33,NA,28.615,23.43,31.13,349.1940298158433,3.5,NA,NA,3.85,NA,NA,NA,NA,NA,NA,19.2,22.705,3.675,NA,NA,NA,63.33,28.615,2665.59,2519.048,1961.69,576.97,51.50552981584332
1920,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,29.120192307692307,5.08,NA,2.6675,NA,NA,2.31,10.84,NA,NA,34.16,3.06,2.4,3.26,NA,NA,NA,NA,NA,276.92,NA,NA,76.92,NA,NA,NA,NA,NA,40.786518703223635,71.345,NA,12.175,99.23,0.55,508.1340187032236,NA,1.975,NA,0.45,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.345,12.175,805.1581538461539,805.1581538461539,711.6981538461538,93.46,40.786518703223635
1921,2,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,126.93,NA,17.909423076923076,NA,3.1626923076923075,NA,NA,NA,2.31,16.16,NA,14.08,NA,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.08,NA,NA,NA,164.46,141.66,150.60238952229764,52.02,NA,0.74,23.08,2.57,289.66738952229764,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.02,0.74,637.8363076923076,637.8363076923076,592.8863076923077,44.95,150.60238952229764
1922,2,3,NA,2,NA,NA,1,NA,NA,NA,NA,NA,159.21,NA,26.9025,8.11,NA,NA,NA,NA,NA,NA,NA,NA,29.77,NA,NA,NA,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.82968596286713,79.565,NA,1.95,NA,11.635,325.89468596286713,1.125,1,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.565,1.95,571.56,571.56,498.27,48.93,186.82968596286713
1923,4,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,31.91128205128205,14.08,NA,2.926,NA,NA,5.54,9.92,NA,NA,46.16,3.06,3.91,12.86,NA,NA,242.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238.97857580642304,59.86,NA,NA,30.845225017309023,300.055,1286.4875642670738,NA,2,1.95,2.4,NA,3.25,NA,NA,NA,NA,NA,0.495,NA,NA,NA,1.845,59.86,NA,1391.612,1407.002,1115.0462,192.1958,238.97857580642304
1924,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,15.670745192307692,NA,3.689807692307692,2.431,NA,NA,17.71,6.46,NA,NA,18.69,3.06,NA,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.46,141.66,72.1312681011109,54.31,NA,10.5,113.36,8.075,330.0652681011109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.735,NA,NA,NA,NA,54.31,10.5,556.83,556.83,452.4,62.78,72.1312681011109
1925,2,3,3,NA,3,NA,1,NA,NA,NA,NA,NA,108.3653846153846,NA,27.27621794871795,8.31,NA,NA,NA,NA,2.77,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31,NA,NA,NA,NA,142.33662125171915,50.645,55.5,NA,NA,4.155,267.7116212517191,1.5,0.575,4.645,1.25,NA,NA,NA,NA,NA,NA,NA,1.15,NA,NA,NA,NA,50.645,NA,138.47,578.72,507.734,1.056,142.33662125171915
1926,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,25.04769230769231,NA,4.744038461538461,2.2495,NA,NA,14.93,7.85,NA,NA,25.04,3.06,4.23,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.46,141.66,109.34133719286486,93.585,NA,NA,20.325,18.845,447.7168371928649,NA,1.25,3,NA,17.825,4.375,NA,NA,NA,NA,NA,2.995,NA,NA,NA,NA,93.585,NA,1.75,1.75,NA,NA,109.34133719286486
1927,3,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,16.15,11.08,NA,21.69,NA,3.06,3.08,8.77,NA,NA,27.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,78.725,NA,NA,26.5,89.105,444.115,NA,NA,NA,1.1,NA,NA,NA,1.95,NA,NA,NA,NA,NA,NA,NA,NA,78.725,NA,604.1,604.1,541.84,35.14,127
1928,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,24.994543269230768,10.39,NA,1.353,NA,NA,NA,6.69,NA,NA,14.54,3.06,4.62,7.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.243,22.865,NA,17.54,5.805,NA,103.285,NA,0.375,NA,1.225,5.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,22.865,17.54,188.15123076923075,188.15123076923075,188.15123076923075,NA,20.243
1929,3,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,36.18,NA,6.8525,4.8895,NA,NA,9.47,NA,NA,NA,69.24,NA,10.19,12.86,13.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.46,141.66,225.3293110966844,120.31,NA,8.5,81.53,49.175,636.6298110966844,NA,NA,1.925,5.275,NA,NA,NA,4.5,NA,NA,NA,3.375,NA,NA,NA,NA,120.31,8.5,2240.65,2392.05,1744.307,465.133,225.3293110966844
1930,3,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,42.229038461538465,8.08,NA,1.694,NA,NA,16.62,14.08,NA,NA,20.77,3.06,7.21,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242.7845819921384,96.075,NA,17.135,2.875,2.415,1066.0155819921383,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.195,96.075,17.135,2072.38,2166.61,1645.0694,318.4506,242.7845819921384
1931,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,23.933461538461536,7.69,NA,1.166,NA,NA,2.3,6.23,NA,NA,40.85,3.06,2.5,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.69392524838856,54.3,NA,7,23.08,6.125,181.95292524838857,NA,4.945,NA,2.39,20,1.46,NA,NA,NA,NA,NA,0.545,NA,NA,NA,NA,54.3,7,756.9232307692307,756.9232307692307,660.7732307692307,96.15,32.69392524838856
1932,3,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,45.84073717948718,9,NA,7.3645,28.85,NA,16.62,23.54,NA,NA,85.39,3.06,12.24,15.22,NA,13.15,10,NA,NA,23.08,NA,17.69,9.23,NA,NA,NA,NA,NA,87.57879646426602,255.615,3,43.625,308.31,21.075,1200.704296464266,2.75,NA,2.1,NA,46.84,NA,NA,NA,NA,NA,NA,NA,1.85,NA,NA,NA,255.615,43.625,2667,2519.048,2003.51,482.7446,87.57879646426602
1933,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,23.375384615384615,5.08,NA,1.5015,NA,NA,6.17,20.08,NA,NA,15.62,3.06,5.19,4.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.55201529133181,21.36,NA,NA,13.85,NA,150.0605152913318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.36,NA,1100.66,1100.66,833.45,171.26,65.55201529133181
1934,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,19.76120192307692,7.04,NA,NA,NA,NA,NA,10.04,NA,NA,61.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.925424875997646,NA,NA,NA,NA,NA,75.54542487599765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.982,141.982,141.982,NA,13.925424875997646
1935,2,3,1,NA,1,NA,1,NA,NA,NA,NA,NA,392.34,NA,42.225544871794874,8.13,NA,NA,NA,NA,8.31,6.46,5.77,18.46,NA,NA,NA,NA,NA,11.54,NA,NA,NA,NA,NA,NA,20,NA,NA,5.77,NA,NA,439.4138431166986,78.595,NA,NA,20,3.6,558.4738431166986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05,NA,NA,NA,NA,78.595,NA,1589.83,1589.83,1203.26,292.41,439.4138431166986
1936,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,87.7,NA,16.698461538461537,NA,3.1626923076923075,NA,NA,NA,6,7.62,NA,NA,48.93,3.06,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.46,141.66,135.01362364686335,61.075,33.3,49.565,29.835,285.27,689.8386236468633,NA,NA,NA,NA,25.025,1.545,NA,NA,NA,NA,NA,6.175,NA,NA,NA,20,61.075,49.565,470.82815384615384,470.82815384615384,470.82815384615384,NA,135.01362364686335
1937,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,115.32,NA,29.065705128205128,8.69,NA,NA,NA,NA,16.62,7.39,NA,NA,13.79,3.06,0.76,20.62,NA,NA,NA,NA,NA,NA,NA,NA,40.31,NA,NA,NA,NA,NA,124.01,124.52,NA,5.75,76.14,20.13,487.175,1.25,NA,6.035,3,19.84,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.52,5.75,518.06,1210.02,997.25,55.16,124.01
1938,5,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,46.6925,6.46,NA,35.794,NA,NA,2.99,5.3,NA,NA,15.92,3.06,5.96,6.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251.2861422635115,79.825,NA,NA,326.875,164.995,1027.3371422635114,0.65,0.545,NA,1.19,40.795,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,79.825,NA,2457.1,2519.048,1808.1136,630.05,251.2861422635115
1939,4,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,276,NA,22.34747596153846,6.92,NA,NA,NA,NA,2.31,NA,NA,18.46,NA,3.06,NA,NA,5.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284.8771941736075,25.295,NA,NA,NA,0.06,346.7571941736075,NA,NA,3.9,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,25.295,NA,419.1,419.1,419.1,NA,284.8771941736075
1940,2,3,3,NA,3,NA,1,NA,NA,NA,NA,NA,133.86,NA,NA,NA,NA,NA,NA,NA,18.93,7.39,NA,NA,NA,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,142.855,59.89,NA,7.595,NA,61.29,399.515,NA,NA,NA,NA,NA,9.62,NA,2,NA,NA,NA,NA,NA,10,NA,8.995,59.89,7.595,402.32,402.32,374.62,11.54,142.855
1941,4,3,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1735,NA,NA,5.09,5.77,19.85,16.16,NA,3.06,6.34,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.85,NA,NA,65.9358781923077,181.795,NA,NA,345.4250352003738,17.41,711.6274133926815,NA,NA,1.145,13.13,119.02,1.65,NA,2.3,NA,NA,NA,NA,NA,NA,NA,24,181.795,NA,1462.9,1622.52,1309.9936,198.0564,65.9358781923077
1942,3,3,3,NA,3,NA,1,NA,NA,NA,NA,NA,120,NA,18.856586538461535,11.54,NA,NA,NA,NA,3,8.74,NA,NA,NA,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.08,NA,NA,NA,NA,146.50885780190671,71.13,NA,NA,NA,18.2,316.0988578019067,NA,NA,2.7,0.625,NA,NA,NA,2.445,NA,NA,NA,9.01,NA,NA,NA,NA,66.51,NA,706.02,706.02,575.49,69.93,146.50885780190671
1943,4,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,39.042115384615386,11.54,NA,2.1175,NA,NA,4.86,11.54,NA,NA,66.24,3.06,6.54,9.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.93275461051472,98.075,NA,NA,25.96,3.945,340.62025461051473,NA,3.495,NA,4.175,NA,NA,NA,14.445,NA,NA,NA,NA,NA,NA,NA,NA,91.075,NA,674.39,674.39,623.16,27.69,53.93275461051472
1944,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,35.85948717948718,8.08,NA,0.8965,NA,NA,7.16,20.08,NA,NA,34.62,3.06,3.55,5.87,NA,5.54,NA,NA,NA,61.54,NA,NA,NA,NA,NA,NA,NA,NA,92.14038347926284,107.705,NA,61.88,46.89,7.825,827.6088834792629,NA,NA,2.795,NA,24,5.495,NA,NA,28.16,NA,NA,NA,NA,NA,NA,NA,107.705,61.88,2648.3,2519.048,2003.51,512.96,92.14038347926284
1945,2,3,3,NA,1,NA,1,NA,NA,NA,NA,NA,133.87,NA,18.479278846153843,8.06,NA,NA,NA,NA,12.37,13.06,NA,22.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.16,NA,NA,NA,NA,145.68885598206336,53.16,NA,NA,NA,14.775,291.83885598206336,6,NA,2.195,NA,NA,0.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.16,NA,321.59,321.59,321.59,NA,145.68885598206336
1946,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,28.565192307692307,3.46,NA,2.6455,NA,NA,4.16,7.62,NA,NA,39.23,3.06,9.67,24.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.80204765251616,82.885,NA,58.605,74.58,18.49,373.23654765251615,0.695,3.74,NA,NA,NA,3.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.885,58.605,118.532,118.532,118.532,NA,40.80204765251616
1947,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,19.574134615384615,4.62,NA,NA,NA,NA,1.74,NA,NA,10.77,NA,3.06,3.17,6.06,5.8,NA,112.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.643295452003315,38.025,NA,NA,23.525,125.99,300.4032954520033,1,NA,NA,NA,23.525,NA,NA,3.755,NA,NA,NA,NA,NA,NA,NA,NA,38.025,NA,524.54,524.54,442.15,48.93,48.643295452003315
1948,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,35.96180288461538,5.77,NA,2.0295,NA,NA,NA,19.62,NA,NA,23.54,3.06,1.06,5.77,NA,5.08,NA,NA,NA,NA,NA,NA,5.77,NA,NA,NA,NA,NA,71.94597225626782,55.245,NA,37.87,157.82,NA,828.2714722562679,NA,NA,NA,NA,62.5,NA,NA,NA,NA,NA,10.85,NA,NA,NA,NA,25,55.245,37.87,2186.7,2186.7,1673.21,421.18,71.94597225626782
1949,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,23.933461538461536,7.62,NA,3.1735,NA,NA,20.31,8.54,NA,NA,31.16,3.06,0.38,47.78,NA,5.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.69532188870824,56.3,3.945,11,87.17974250766542,19.945,616.9815643963736,NA,NA,NA,0.625,NA,2.875,NA,32.725,NA,NA,NA,4.74,8.49,NA,NA,72.9045935951117,56.3,11,969.36,994.36,853.74,81.98,137.69532188870824
1950,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,41.0001923076923,7.62,NA,3.1735,NA,NA,2.64,16.16,NA,NA,57.7,3.06,5.58,12.19,NA,NA,NA,38.46,NA,102.54,NA,NA,NA,NA,NA,NA,NA,NA,90.2646774445078,159.34,NA,17.225,250.205,2.925,801.5611774445078,NA,NA,NA,0.65,26.555,NA,NA,3.495,NA,NA,NA,NA,NA,NA,NA,NA,159.34,17.225,1018.6832307692308,1018.6832307692308,906.7532307692308,111.93,90.2646774445078
1951,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,34.757179487179485,5.77,NA,1.65,NA,NA,NA,6.23,NA,NA,57.7,3.06,0.19,3.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.26768473781442,56.11,NA,NA,18.01,30.235,312.8676847378144,NA,NA,NA,2.495,NA,NA,NA,9.425,NA,NA,NA,NA,NA,NA,NA,NA,56.11,NA,719.8832307692307,719.8832307692307,677.6532307692307,42.23,88.26768473781442
1952,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,30.61384615384615,NA,5.798269230769231,1.683,NA,NA,3.7,NA,NA,NA,48.93,NA,3.17,5.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.46,141.66,146.141177178348,141.845,NA,23.75,431.74,12.85,1063.308177178348,NA,1.875,NA,0.9,26.1,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.845,23.75,1758.1,1758.1,1344.23,299.64,146.141177178348
1953,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,36.9909375,8.65,NA,3.806,NA,NA,13.85,12.46,NA,8.39,NA,3.06,0.48,6.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.51088752580128,85.375,NA,21.45,117.26,104.975,629.6298875258013,NA,NA,NA,NA,28.79,NA,NA,NA,NA,NA,NA,17.895,4.58,NA,NA,NA,85.375,21.45,1052,1052,807.37,139.16,181.51088752580128
